text,y,pred
"Um contrato de compra de 7.200 toneladas de gasolina com entrega no terminal de Hamina, Finlândia, foi assinado com a Neste Oil OYj na média do índice Platts para setembro deste ano mais oito dólares americanos por mês.",2,2
"A Finnish Talentum relata que seu lucro operacional aumentou para EUR 20,5 milhões em 2005 de EUR 9,3 milhões em 2004, e as vendas líquidas totalizaram EUR 103,3 milhões, acima de EUR 96,4 milhões.",2,2
"As vendas da cadeia de varejo de roupas Sepp + ∆l + ∆ aumentaram 8% para EUR 155,2 milhões, e o lucro operacional subiu para EUR 31,1 milhões de EUR 17,1 milhões em 2004.",2,2
"As vendas líquidas consolidadas aumentaram 16% para alcançar EUR74,8 milhões, enquanto o lucro operacional totalizou EUR0,9 milhões em comparação com uma perda de EUR0,7 milhões no período do ano anterior.",2,2
"A divisão de fundições relata que suas vendas aumentaram 9,7% para EUR 63,1 milhões de EUR 57,5 milhões no período correspondente em 2006, e as vendas da divisão de Oficina de Máquinas aumentaram 16,4% para EUR 41,2 milhões de EUR 35,4 milhões no período correspondente em 2006.",2,2
"HELSINKI (AFX) - As ações fecharam em alta, lideradas pela Nokia após anunciar planos de se associar à Sanyo para fabricar aparelhos 3G, e pela Nokian Tyres depois que seu relatório de lucros do quarto trimestre superou as expectativas dos analistas, disseram revendedores.",2,2
"Incap Contract Manufacturing Services Pvt Ltd, uma subsidiária da Incap Corporation of Finland, planeja dobrar suas receitas em 2007-2008.",2,2
"Seu conselho de administração irá propor um dividendo de EUR0,12 por ação para 2010, acima dos EUR0,08 por ação pagos em 2009.",2,2
"A Lifetree foi fundada em 2000 e suas receitas aumentaram em média 40%, com margens no final dos anos 30.",2,2
"(Filippova) Um acordo trilateral sobre o investimento na construção de um parque tecnológico em São Petersburgo deveria ter sido assinado durante o fórum Dias da Economia Russa, que hoje foi inaugurado em Helsinque.",2,1
"A base de assinantes da MegaFon aumentou 16,1% em 2009 para 50,5 milhões de usuários em 31 de dezembro, enquanto sua participação de mercado em número de clientes ascendeu a 24% no final de 2009, ante 23% no final de 2008, de acordo com estimativas da TeliaSonera .",2,2
"O rendimento líquido dos seguros de vida duplicou para 6,8 milhões de euros de 3,2 milhões de euros, e o rendimento líquido dos seguros não vida aumentou para 5,2 milhões de euros de 1,5 milhões de euros no período correspondente em 2009.",2,1
"As vendas líquidas aumentaram para EUR193,3 milhões de EUR179,9 milhões e o lucro antes dos impostos aumentou 34,2% para EUR43,1 milhões. (EUR1 = US $ 1,4)",2,2
"As vendas líquidas aumentaram 18,5% para EUR167,8 milhões. A Teleste disse que 20,4 milhões de euros, ou 12,2%, das vendas vieram das aquisições feitas em 2009.",2,2
"O lucro operacional do Grupo Nordea aumentou em 2010 em 18 por cento ano a ano para 3,64 bilhões de euros e a receita total em 3 por cento, para 9,33 bilhões de euros.",2,2
"O lucro operacional para o período de nove meses aumentou de EUR13,6 milhões, enquanto as vendas líquidas aumentaram de EUR394,7 milhões, em comparação com o período correspondente em 2005.",2,2
"O lucro operacional para o período de nove meses aumentou de EUR3,1 m e as vendas líquidas aumentaram de EUR 61,5 m, em comparação com o período correspondente em 2007.",2,2
"O lucro operacional para o período de três meses aumentou de € 1,2 milhões, enquanto as receitas aumentaram de € 20,2 milhões, em comparação com o período correspondente em 2005.",2,2
"A unidade brasileira da fornecedora de soluções de segurança finlandesa F-Secure assinou 1.500 novos clientes no ano passado, disse a fonte de notícias online Reseller Web citando o diretor comercial da divisão, Vladimir Brand + _o.",2,2
"O lucro líquido da empresa cresceu 11,4% no ano, para 82,2 milhões de euros em 2005, sobre vendas de 686,5 milhões de euros, 13,8% acima do ano passado, informou a empresa anteriormente.",2,2
"O mercado de cerveja da Lituânia registrou 14,41 milhões de litros em janeiro, um aumento de 0,8% em relação ao ano anterior, informou a Associação de Cervejarias da Lituânia citando os resultados de seus membros.",2,2
"A receita de carga da Viking Line aumentou 5,4% para EUR 21,46 milhões, e o volume de carga aumentou 2,4% para 70.116 unidades de carga.",2,2
"O justo valor da carteira de imóveis duplicou com a aquisição da Kapiteeli e totalizou 2.686,2 1.259,7 milhões de euros.",2,2
"10 de fevereiro de 2011 - A empresa de mídia finlandesa Sanoma Oyj HEL: SAA1V disse ontem que seu lucro líquido de 2010 quase triplicou para EUR 297,3 milhões de EUR107,1 milhões para 2009 e anunciou uma proposta para um aumento no pagamento.",2,2
"A Helsinque: o ELIiV relatou hoje um lucro por ação de 1,13 euros em 2009, um aumento em relação ao lucro por ação de 1,12 euros em 2008.",2,2
"DIVULGAÇÃO DA BOLSA DE AÇÕES Aspo Plc 11 de fevereiro de 2011 às 8h45 A ESL Shipping Ltd, parte do Aspo Group, assinou um novo contrato de longo prazo com a Rautaruukki Corporation para o transporte marítimo de matérias-primas no Mar Báltico.",2,2
"As receitas de comissões aumentaram 22% para 4,4 milhões de euros e o volume de empréstimos aumentou 13,5%.",2,2
"Em janeiro, o tráfego, medido em receita-passageiro-quilômetro RPK, aumentou 3,2% e a capacidade, medida em assento-quilômetro ASK oferecido, aumentou 12,2%.",2,1
"Em janeiro-setembro de 2010, o lucro líquido da Fiskars aumentou 14% com relação ao ano anterior para EUR 65,4 milhões e as vendas líquidas para EUR 525,3 milhões de EUR 487,7 milhões.",2,2
"O lucro líquido de seguros de vida aumentou para EUR 16,5 milhões de EUR 14,0 milhões, e o lucro líquido de seguros não vida para EUR 22,6 milhões de EUR 15,2 milhões em 2009.",2,2
A Nyrstar também concordou em fornecer à Talvivaara até 150.000 toneladas de ácido sulfúrico por ano para uso no processo de lixiviação da Talvivaara durante o período de fornecimento do zinco em concentrado.,2,2
"As vendas da divisão de lojas de departamentos e do Hobby Hall aumentaram 7%, enquanto as vendas da filial da loja de roupas Seppala diminuíram 4%.",2,2
As vendas aumentaram em outros mercados de exportação.,2,2
As vendas aumentaram devido às taxas de mercado crescentes e ao aumento das operações.,2,2
O acordo fortalece nossa parceria de longo prazo com a Nokia Siemens Networks.,2,2
"O acordo foi assinado com a Biohit Healthcare Ltd, subsidiária da Biohit Oyj, com sede no Reino Unido, uma empresa pública finlandesa que desenvolve, fabrica e comercializa produtos de manuseio de líquidos e sistemas de teste de diagnóstico.",2,2
"A empresa também estima que os investimentos já realizados levem a um aumento das vendas líquidas de 2010 a partir de 2009 quando atingiram 141,7 milhões de euros.",2,2
"A carteira de pedidos da empresa ficou em 1,5 bilhão de euros, $ 2,2 bilhões, em 30 de setembro de 2007, um aumento de 24,2% no ano, com pedidos internacionais totalizando 365 milhões de euros, $ 534,3 milhões.",2,2
"A empresa disse que a demanda por papel aumentou em todos os seus principais mercados, incluindo papéis para publicação, e que aumentou os preços médios do papel em 4 por cento em comparação com o ano passado.",2,2
"A segunda maior fabricante de aço inoxidável do mundo disse que o lucro líquido no período de três meses até 31 de dezembro subiu para € 603 milhões, US $ 781 milhões, ou € 3,33 US $ 4,31 por ação, de € 172 milhões, ou € 0,94 por ação, no ano anterior.",2,2
"No âmbito da parceria, a Nokia Siemens Networks assinou um acordo de compra inicial com a subsidiária da Sitronics, JSC Mikron, que é o maior fabricante e exportador de componentes microeletrônicos da Rússia.",2,2
"A receita da Seppala aumentou 0,2% para EUR10,1 milhões. Na Finlândia, a receita diminuiu 2,4% para EUR 6,8 milhões, enquanto as vendas no exterior aumentaram 6,2% para EUR3,3 milhões. As vendas aumentaram em todos os países bálticos, bem como na Rússia e na Ucrânia.",2,1
"As ações do Standard Chartered (STAN) subiram 1,2% no FTSE 100, enquanto as ações do Royal Bank of Scotland (RBS) subiram 2% e as ações do Barclays (BARC) (BCS) subiram 1,7%.",2,2
"As ações da Nokia Corp. subiram na quinta-feira, depois que a fabricante de celulares disse que seus ganhos no terceiro trimestre quase dobraram e sua participação no mercado global de aparelhos aumentou.",2,2
"Em seu relatório financeiro, publicado na sexta-feira, o SEB disse que seu lucro líquido disparou para SEK6,745 bilhões em 2010, ante SEK1,114 bilhões no ano anterior, e propôs um aumento de 50% nos dividendos para SEK1,50 por ação.",2,2
"As vendas da divisão de lojas de departamentos aumentaram 15% e as vendas da filial da loja de roupas Seppala aumentaram 8%. Enquanto isso, as vendas de Hobby Hall diminuíram 12%.",2,1
"A pedido dos jornais da empresa de mídia finlandesa Alma Media, o gerente de pesquisa Jari Kaivo-oja do Finland Futures Research Centre da Turku School of Economics traçou um cenário futuro para a economia nacional da Finlândia, usando um modelo desenvolvido pela University of Denver.",1,2
"Na Suécia, as vendas acumuladas em SEK da Gallerix caíram 1% e as vendas denominadas em EUR aumentaram 11%.",1,0
A empresa apóia seus clientes globais no desenvolvimento de novas tecnologias e oferece um caminho rápido do desenvolvimento de produtos às aplicações e produção em massa.,1,2
"Quando este investimento estiver em vigor, a Atria planeja expandir para o mercado de Moscou.",1,2
"“O novo acordo é uma continuação do acordo assinado no início deste ano com o Grupo Lemminkainen, por meio do qual a Cramo adquiriu toda a frota de máquinas de construção da Lemminkainen Talo Oy Ita-ja Pohjois Suomo, e assinou um acordo semelhante”, disse Tatu Hauhio, diretor administrativo da Cramo Finlândia.",1,2
"Inicialmente, o contrato previa a construção de três ferryboats com opção de mais duas unidades, ainda confirmada por um valor total de 500 milhões de euros (US $ 645,8 milhões).",2,1
"Em junho, ela vendeu uma participação de 30 por cento para a Nordstjernan, e o grupo de investimento agora assumiu a opção de adquirir as ações restantes da EQT.",1,2
"DIVULGAÇÃO DA BOLSA DE VALORES DA KESKO CORPORATION 28.02.2008 AT 09.30 1 (1) A Kesko Corporation e a Aspo plc assinaram hoje um acordo pelo qual a Aspo adquire o capital social da Kauko-Telko Ltd, uma subsidiária detida a 100% pela Kesko.",2,1
"Sponda Plc Stock Exchange Release 5 de dezembro de 2006 em 15,45 EUR 1,5 BILHÕES FACILIDADE DE CRÉDITO SINDICADO PARA SPONDA Sponda assinou um contrato para uma linha de crédito sindicalizada de um ano no valor total de EUR 1,5 bilhão.",2,2
ANÚNCIO DE BOLSA DE AÇÕES 20 de julho de 2006 1 (1) ASSINATURAS DE AÇÕES BASWARE COM GARANTIAS E AUMENTO DO CAPITAL SOCIAL Um total de 119 850 ações foram subscritas com o Programa de Warrant BasWare.,1,1
"O contrato cobre a plataforma HDO, nós Fttb ópticos AC800 e CXE880 projetados para aumentar a capacidade de encaminhamento e retorno das redes de transmissão.",2,2
A nova usina está planejada para ter uma capacidade de geração de eletricidade de até 350 megawatts (MW) e a mesma capacidade de geração de calor.,1,2
"O índice OMX Helsinki 25 subiu 0,92 por cento para 2.518,67 e o índice de portfólio Helsinki CAP foi 0,91 por cento mais alto para 4.711,19.",2,2
"- Então, o crescimento das vendas de carros influencia bastante no mercado de pneus ''.",1,2
Um máximo de 666.104 novas ações podem ser subscritas pelo exercício de opções B de acordo com o plano de opção de ações de 2004.,1,2
"Como resultado da emissão de ações, o número de ações da empresa aumenta em 391.630 ações e o capital social em um total de EUR 15.665,20.",1,2
"A investidora imobiliária finlandesa Sponda Plc disse na quarta-feira, 12 de março, que assinou acordos com o Danske Bank A-S, sucursal de Helsinque para uma linha de crédito de EUR 150 milhões de 7 anos e com a Ilmarinen Mutual Pension Insurance Company para uma linha de crédito de EUR 50 milhões de 7 anos.",1,2
"Na rota entre Helsinque, na Finlândia, e Tallinn, na Estônia, os volumes de carga aumentaram 36%, enquanto os volumes de carga entre a Finlândia e a Suécia caíram 9%.",1,1
"Outras medidas incluíram sinergias crescentes e economias de escala dentro do Grupo Grimaldi e ajustes de pessoal, desinvestimentos e devolução de tonelagem excedente.",1,2
"A Rinkuskiai aumentou as vendas em 18,1%, para 1,37 milhão de litros, enquanto as vendas de Kauno Alus cresceram 14,3%, para 960.000 litros.",2,2
"TELECOMWORLDWIRE-7 de abril de 2006-TJ Group Plc vende participação na Morning Digital Design Oy A empresa finlandesa de TI TJ Group Plc disse na sexta-feira, 7 de abril, que havia assinado um acordo sobre a venda de suas ações da Morning Digital Design Oy para a Edita Oyj.",1,2
"As 718.430 novas ações da Série A estarão sujeitas à negociação na Lista Principal da Bolsa de Valores de Helsinque, juntamente com as antigas ações da Série A, em 3 de julho de 2006.",1,1
"Os contratos de compra de combustível foram assinados com três meses de entrega, de setembro a novembro deste ano.",1,1
"A Tiimari opera 194 lojas em seis países - incluindo seu principal mercado finlandês - e gerou um faturamento de 76,5 milhões de euros em 2005.",1,2
"Sob este acordo, a Biohit torna-se um fornecedor focado em pipetadores e pontas de pipetadoras descartáveis para clientes VWR em toda a Europa.",2,2
"A combinação de todos os serviços nos permite oferecer uma cadeia de serviços complexa e reforçada não apenas limitada às conexões portuárias do Báltico, mas também para obter acesso à Rede Grimaldi mundial no Mediterrâneo, África e América do Norte ``, diz Uwe Bakosch.",2,2
Nenhum ponto cego vindo de um ponto de vantagem permite que os investigadores vejam toda a história em alta resolução sem vídeo ininterrupto.,1,2
"A empresa ainda espera que seu faturamento em 2010 aumente ligeiramente em relação ao nível de 2009, acrescentando que `` a previsibilidade do mercado ainda é muito pobre para previsões confiáveis sobre o desenvolvimento do mercado do negócio de manufatura por contrato durante o ano corrente ''.",2,1
A aquisição aumentará consideravelmente as vendas e a posição da Kemira no mercado de revestimentos da indústria de metal da Rússia.,2,2
"Em janeiro-setembro de 2007, as vendas líquidas da Finnlines aumentaram para EUR 505,4 milhões de EUR 473,5 milhões no período correspondente em 2006.",2,2
"Ajustado pelas mudanças na estrutura do Grupo, as vendas líquidas da Divisão aumentaram 1,7%.",2,2
"""A mudança otimizará a eficiência operacional de nosso negócio em crescimento"", disse Julia Prohaska, diretora de comunicações de marketing da Fiskars.",2,2
"`` Eles iriam investir não apenas na infraestrutura física, mas também forneceriam know-how para gerenciar e desenvolver parques científicos e tecnológicos '', disse o diretor de Sunrise Valley, Andrius Bagdonas.",2,2
"4 de fevereiro de 2011 - A fornecedora finlandesa de sistemas de comunicação de dados em banda larga Teleste Oyj HEL: TLT1V viu seu lucro líquido saltar para EUR 2,1 milhões no último trimestre de 2010 de EUR 995.000 no mesmo período de 2009.",2,2
"O lucro operacional do Grupo Aktia finlandês aumentou para EUR 17,5 milhões no primeiro trimestre de 2010, de EUR 8,2 milhões no primeiro trimestre de 2009.",2,2
"O lucro operacional líquido consolidado do Finnish Bank of + _land aumentou de EUR 4,8 milhões no primeiro trimestre de 2005 para EUR 6,4 milhões no primeiro trimestre de 2006.",2,2
"O grupo financeiro finlandês Aktia reporta lucro operacional de EUR 44,4 milhões em janeiro-setembro de 2009, acima dos EUR 37,3 milhões no período correspondente em 2008.",2,2
"O provedor finlandês de alta tecnologia Vaahto Group reporta vendas líquidas de EUR 41,8 milhões no período contábil de setembro de 2007 a fevereiro de 2008, um aumento de 11,2% em relação ao ano anterior.",2,2
"As vendas líquidas das operações contínuas da empresa finlandesa da indústria de alimentos L + ∆nnen Tehtaat aumentaram 13% em 2008 para EUR 349,1 milhões, de EUR 309,6 milhões em 2007.",2,2
Uma promoção individual também gerou receitas ligeiramente superiores às esperadas.,2,2
A Biohit já atende muitos clientes atuais da Genesis e a base de clientes deve se expandir como resultado deste acordo.,2,2
"O lucro operacional e o volume de negócios no período de três meses aumentaram, respetivamente, de EUR 0,9 me EUR 8,3 m, em comparação com o período correspondente em 2005.",2,2
A receita de circulação aumentou 5% na Finlândia e 4% na Suécia em 2008.,2,1
"As vendas líquidas da cadeia de confecções Sepp + ∆l + ∆ aumentaram 7,0% para 30,8 milhões de euros.",2,2
"Enquanto isso, os volumes de construção crescem a uma taxa de 10-15% ao ano.",2,2
Os mercados de construção finlandês e sueco ainda estão experimentando um crescimento anual estimado de 4% em 2008.,2,2
"No entanto, Biohit estima que suas vendas líquidas totais continuarão a crescer em 2009 e que as tendências favoráveis nas vendas líquidas levarão a um lucro em 2009.",2,2
"Em 2009, o fluxo de caixa da Fiskars das atividades operacionais totalizou EUR121 milhões, acima dos EUR97 milhões no ano anterior.",2,2
"Na Lituânia, o lucro operacional aumentou para EUR 190.000 de EUR 70.000 no período correspondente em 2005.",2,2
"No quarto trimestre de 2008, as vendas líquidas aumentaram 2% para EUR 1.050,7 milhões de EUR 1.027,0 milhões no quarto trimestre de 2007.",2,2
"As vendas internacionais aumentaram 59,8% para EUR 1.244,4 milhões.",2,2
"A Kalmar Espana gerou vendas líquidas de cerca de 11,3 milhões de euros, US $ 14,8 milhões em 2005.",1,2
As vendas líquidas cresceram no período para x20ac 402 milhões de $ 585US milhões de x20ac 401 milhões em 2006.,2,2
"As vendas líquidas aumentaram para EUR655 milhões em abril a junho de 2010, de EUR438 milhões um ano antes.",2,2
"As vendas líquidas aumentaram 25,5% em relação ao ano anterior para 59,6 milhões de euros, uma vez que o número de carregadores entregues aumentou 41% para 65,9 milhões de peças.",2,2
"As vendas líquidas totalizaram EUR 93,6 milhões, acima dos EUR 93,2 milhões no período correspondente em 2005.",2,2
"A Nokia também observou que o preço médio de venda dos aparelhos caiu durante o período, embora sua margem de lucro no celular tenha subido para mais de 22%, ante 13% no mesmo trimestre do ano anterior.",2,0
"O lucro operacional aumentou 145,1% para EUR 8,3 milhões de EUR 3,4 milhões.",2,2
"A margem de lucro operacional aumentou de 11,2% para 11,7%.",2,2
"O lucro operacional aumentou para EUR 3,11 milhões de EUR 1,22 milhões no período correspondente em 2009.",2,2
"O lucro operacional aumentou para EUR 5 milhões de EUR 2,8 milhões no quarto trimestre de 2008.",2,2
"O lucro operacional foi de EUR 24,5 milhões, acima dos EUR 23,0 milhões.",2,2
"As vendas líquidas da Ramirent no segundo trimestre encerrado em 30 de junho foram de 128,7 milhões de euros, cerca de US $ 163 milhões, um aumento de 3,3 por cento em comparação com 124,6 milhões de euros no segundo trimestre do ano passado.",2,2
"A receita cresceu 2 por cento para x20ac 580 milhões $ 743 milhões, de x20ac 569 milhões.",2,2
A Ruukki anunciou que assinou um acordo com a Aker Solutions da Noruega para fornecer 24 âncoras de sucção em setembro de 2010 de sua unidade de Kalajoki na Finlândia.,2,2
"Os volumes de entrega e preços de venda da Ruukki mostraram um desenvolvimento favorável e as vendas líquidas comparáveis da empresa cresceram 50% com relação ao ano anterior, para 647 milhões de euros, disse o CEO Sakari Tamminen.",2,2
As vendas líquidas das revistas Sanoma devem crescer em 2006.,2,2
O banco prevê que o PIB da Finlândia crescerá 2% em 2010 e em 2011.,2,2
"A taxa de produção geral do circuito em uma base semanal é agora superior a uma média de 40.000 toneladas por dia, com volumes acima de 50.000 toneladas por dia sendo alcançados em dias individuais.",2,2
"O lucro operacional consolidado da empresa ascendeu a 15,86 milhões de euros, face a 4,14 milhões de euros face ao ano anterior.",2,2
A Divisão de Loja de Departamento relatou um aumento nas vendas de 4%.,2,2
"O valor justo das propriedades de investimento da empresa cresceu para EUR 2.803 bilhões no final de março de 2009, de EUR 2.691 milhões um ano atrás.",2,2
"O último trimestre foi o melhor trimestre de 2009 em vendas líquidas, e a margem operacional subiu para 12,2%.",2,2
"As principais cervejarias aumentaram suas vendas domésticas de cerveja em 4,5% no ano passado, de 245,92 milhões de litros em 2004 para 256,88 milhões de litros.",2,2
A transação dobra a força de trabalho da Tecnomens e adiciona um quarto às vendas líquidas.,2,2
"- O lucro operacional aumentou 26,9% para EUR 105,8 (83,4) milhões.",2,2
"`` Após esta compra, Cramo se tornará o segundo maior provedor de serviços de aluguel no mercado letão.",2,2
"""A prioridade para 2009 era fortalecer o balanço patrimonial da empresa e aumentar o fluxo de caixa"", disse o CEO Hannu Krook.",2,2
“A compra das operações faz parte da estratégia da YIT de expandir geograficamente sua oferta de serviços de sistema de construção. '',2,2
"21 de outubro de 2010 - A empresa finlandesa de equipamentos de pesca Rapala VMC Corp (HEL: RAP1V) disse hoje que seu lucro líquido aumentou para EUR18,9 milhões nos primeiros nove meses de 2010, de EUR15,1 milhões no mesmo período do ano anterior.",2,2
"Um software BIM (modelagem de informações de construção) de estruturas da Tekla, um fornecedor de software baseado em modelos, foi adotado para o gerenciamento de construção e entrega de um projeto universitário em Abu Dhabi.",1,2
"De acordo com a finlandesa Metso Minerals, o valor dos pedidos da empresa subiu para EUR 1,9 bilhão em 12 meses.",2,2
A Finnish Aldata Solution assinou um contrato de fornecimento de sua G.O.L.D. sistema para duas redes de varejo francesas.,2,2
"O Finnish Bank of + _land informa que seu lucro operacional aumentou para EUR 21,3 milhões no segundo trimestre de 2009, de EUR 6,1 milhões no período correspondente em 2008.",2,2
"O lucro operacional do grupo financeiro finlandês Aktia em 2009 aumentou para EUR 47,0 milhões de EUR 6,6 milhões em 2008.",2,2
"As vendas líquidas da fabricante finlandesa de maquinário florestal Ponsse aumentaram para EUR 51,3 milhões no primeiro trimestre de 2010, de EUR 37,5 milhões no período correspondente em 2009.",2,2
A finlandesa KCI Konecranes aumentou sua estimativa de crescimento de vendas líquidas em 2006 de mais de 25% para mais de 35%.,2,2
"A finlandesa Okmetic, que fabrica e processa wafers de silício para as indústrias de semicondutores e sensores, e a empresa norueguesa de wafer solar NorSun, assinaram um contrato sob o qual a Okmetic fornecerá monocristais de silício NorSun para uso na fabricação de células solares.",2,2
"As vendas líquidas da empresa farmacêutica finlandesa Orion aumentaram para EUR 190 milhões no primeiro trimestre de 2009, de EUR 180 milhões no primeiro trimestre de 2008.",2,2
"A finlandesa Ponsse assinou um acordo com a Babcock Africa para a distribuição e suporte de máquinas florestais, cabeçotes de harvester e sistemas de informação da Ponsse na África do Sul.",2,2
A Sappi sul-africana se tornará a maior empresa estrangeira da indústria florestal operando na Finlândia como resultado da aquisição da unidade de negócios de papéis gráficos da Finnish M-real Corporation.,2,2
"De acordo com o deputado MD Pekka Silvennoinen, o objetivo é dobrar a rotatividade nos próximos três anos.",2,2
"De acordo com a HKScan Finland, o plano é aumentar as vendas líquidas da J + ∆rvi-Suomen Portti de EUR 80 milhões para EUR 100 milhões.",2,2
"As receitas de publicidade e circulação aumentaram 3,4% e 0,4%, respetivamente.",2,2
"Após a aquisição, a Cramo se tornará a segunda maior provedora de serviços de aluguel do mercado letão.",2,2
"Novamente, o aumento de vendas mais significativo de 18,6% foi na Rússia.",2,2
A Alma Media espera que suas vendas líquidas aumentem conforme previsto anteriormente.,2,2
"Além disso, o lucro da Lemmink + ∆inen no período contábil subiu para EUR 3,1 milhões, de EUR -24,5 milhões um ano atrás.",2,2
"No final de Março de 2007, a carteira de encomendas do grupo ascendia a 39,6 milhões de euros, um aumento de 42% face ao período homólogo de 2006.",2,2
"Ao mesmo tempo, o lucro da empresa aumentou 10% no primeiro semestre e atingiu Ls 79.000.",2,2
"A Aviation Systems Maintenance está sediada no Kansas e gerou vendas líquidas de US $ 2,6 milhões em 2008.",1,2
"Além disso, aumentamos a participação da carne em várias salsichas e estamos oferecendo uma série de novos sabores no segmento de grelhados e espetadas '', disse Paavel.",2,2
"O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR10,5 me EUR28,8 milhões, em comparação com o ano financeiro de 2004.",2,2
"O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR 20,8 milhões e EUR177,7 milhões, em comparação com o ano financeiro de 2004.",2,2
"O lucro operacional e as vendas líquidas no período de 12 meses aumentaram, respectivamente, de EUR21,5 me EUR196,1 milhões, em comparação com 2005.",2,2
"O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR4,7 milhões e EUR26,7 milhões, em comparação com 2004.",2,2
"O lucro operacional e as vendas líquidas no período de nove meses aumentaram, respectivamente, 26,6% e 3,4%, em comparação com o período correspondente de 2006.",2,2
"Tanto o lucro operacional quanto as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR13,8 milhões e EUR143,6 milhões, em comparação com o período correspondente em 2007.",2,2
"O lucro operacional e as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR0,4 me EUR3,2 milhões, em comparação com o período correspondente em 2005.",2,2
"O lucro operacional e as vendas líquidas no período de seis meses aumentaram, respectivamente, de EUR 18,1 milhões e EUR 127,6 milhões, em comparação com o período correspondente em 2006.",2,2
"O lucro operacional e as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR7,5 milhões e EUR655,5 milhões, em comparação com o período correspondente em 2005.",2,2
"O lucro operacional e as vendas líquidas para o período de três meses aumentaram, respectivamente, de EUR15,1 milhões e EUR131,5 milhões, em comparação com o período correspondente em 2005.",2,2
"O lucro operacional e as vendas líquidas para o período de três meses aumentaram, respectivamente, de EUR16,0 milhões e EUR139 milhões, em comparação com o trimestre correspondente em 2006.",2,2
"O lucro operacional e as vendas para o período de três meses aumentaram, respectivamente, de EUR0,3 milhões e EUR13,1 milhões, em comparação com o período correspondente em 2005.",2,2
"Tanto o lucro operacional como o volume de negócios no período de nove meses aumentaram, respetivamente, de EUR2,4 me EUR43,8 milhões, em comparação com o período correspondente do ano anterior.",2,2
"Tanto o lucro operacional como o volume de negócios no período de seis meses aumentaram, respetivamente, de EUR17,6 me EUR 1149,9 m, em comparação com o período correspondente em 2007.",2,2
"O lucro operacional e o volume de negócios no período de seis meses aumentaram, respectivamente, de EUR0,1 me EUR29,0 milhões, em comparação com o período correspondente do ano anterior.",2,2
O volume de carga cresceu 7%.,2,2
O volume de carga aumentou cerca de 5%.,2,2
"o lucro operacional comparável totalizou EUR 854 milhões, acima dos EUR 730 milhões em 2004.",2,2
"A Digia disse que suas vendas líquidas consolidadas de janeiro a junho de 2010 foram de EUR67,8 milhões, um aumento de 9,7% em relação ao mesmo período de 2009 (EUR61,9 milhões).",2,2
"O lucro diluído por ação (EPS) aumentou para EUR 0,29 de EUR 0,05.",2,2
"O lucro diluído por ação (EPS) aumentou para EUR 0,52 contra EUR 0,09.",2,2
"O lucro diluído por ação (EPS) aumentou para 1,05 euros de 0,64 euros.",2,2
"O lucro diluído por ação (EPS) aumentou para EUR 3,68 de EUR 0,50.",2,2
"O EPS diluído subiu para EUR3,68 de EUR0,50.",2,1
"A margem de EBIT aumentou de 1,4% para 5,1%.",2,2
